"商品ID","会員ID／社員記号","管理番号","商品番号","グルーピング","大カテゴリ","中カテゴリ","分類１","分類２","分類３","分類４","分類５","分類６","分類７","分類８","分類９","分類１０","分類１１","分類１２","分類１３","分類１４","分類１５","分類１６","分類１７","分類１８","分類１９","分類２０","商品名","表示商品名","指値","定価","買取方法","買取店舗","買取担当者","買取日","買取価格","買取取引先","出品ステータス","結果ステータス","落札価格","落札日","落札ID","見込価格","出品日","出品場所","目玉ステータス","見込粗利","粗利益率","修繕費","実売粗利","売価予実差異金額","棚（箱）番号","移動先","移動日","移動責任者","移動理由","精算ステータス","精算ステータス変更者","支払ステータス","支払ステータス変更者","配送ステータス","配送ステータス変更者","配送日","一覧-メイン画像","詳細-メイン画像","詳細-メイン拡大画像","登録NO","登録日","更新NO","更新日","サブカテゴリ","スタート値","分類２１","分類２２","分類２３","分類２４","分類２５","ジャンル課見込価格","商品ランク","付属品管理番号１","付属品管理番号２"
"","486","WZ085790","0313","","3","ボトムス","","","","","","","","","","","","","","","","","","","","","エルメス コットン チノパンツ 38 グリーン","エルメス コットン チノパンツ 38 グリーン","","","5.委託商品（他社出品）","SOU品川オフィス【委託】","委託商品（他社）","2019-10-17 00:00:00","0","","1","","","","","0","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","8000","","",""
"","486","WZ085792","0314","","3","ワンピース","","","","","","","","","","","","","","","","","","","","","シャネル シルク ワンピース 44 ホワイト 08P","シャネル シルク ワンピース 44 ホワイト 08P","","","5.委託商品（他社出品）","SOU品川オフィス【委託】","委託商品（他社）","2019-10-17 00:00:00","0","","1","","","","","0","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","36000","","",""
"","486","WZ085881","0315","","3","アウター","","","","","","","","","","","","","","","","","","","","","モンクレール ナイロン ダウンジャケット 4 ネイビー MIRIEL","モンクレール ナイロン ダウンジャケット 4 ネイビー MIRIEL","","","5.委託商品（他社出品）","SOU品川オフィス【委託】","委託商品（他社）","2019-10-19 00:00:00","0","","1","","","","","0","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","55000","","",""
"","486","WZ085880","0316","","3","アウター","","","","","","","","","","","","","","","","","","","","","モンクレール ナイロン ダウンジャケット 5 ブラック MIRIELON","モンクレール ナイロン ダウンジャケット 5 ブラック MIRIELON","","","5.委託商品（他社出品）","SOU品川オフィス【委託】","委託商品（他社）","2019-10-19 00:00:00","0","","1","","","","","0","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","55000","","",""
"","101","YC011859","0317","","3","アウター","","モンクレール","","","","","","","","","","","","","","","","","","","モンクレール ポリアミド ダウンジャケット 2 ブラック FLAMMETTE","モンクレール ポリアミド ダウンジャケット 2 ブラック FLAMMETTE","","","0.店頭買取","08.NANBOYA天王寺あべの店_W","山本 悠貴","2019-10-18 00:00:00","60000","","1","","","","","90000","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","80000","Ａ","",""
"","101","TP011355","0318","","3","アウター","","カナダグース","","","","","","","","","","","","","","","","","","","カナダグース ポリエステル ダウンジャケット L ネイビー ウィンダムパーカ","カナダグース ポリエステル ダウンジャケット L ネイビー ウィンダムパーカ","","","0.店頭買取","37.NANBOYA広島店_W","大? 巧","2019-10-17 00:00:00","20000","","1","","","","","44000","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","40000","ＡＢ","",""
"","101","NP017471","0319","","3","アウター","","モンクレール","","","","","","","","","","","","","","","","","","","モンクレール ウール ダウンジャケット 3 ブラック モンジュネーブル","モンクレール ウール ダウンジャケット 3 ブラック モンジュネーブル","","","0.店頭買取","30.NANBOYA札幌店_E","堀田 和聖","2019-10-18 00:00:00","54000","","1","","","","","55000","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","60000","ＡＢ","",""
"","101","A0065970","0320","","3","アウター","","タトラス","","","","","","","","","","","","","","","","","","","タトラス ウール ダウンジャケット 1 ネイビー ファー","タトラス ウール ダウンジャケット 1 ネイビー ファー","","","0.店頭買取","02.NANBOYA梅田店_W","緒方 真希","2019-10-18 00:00:00","13000","","1","","","","","20000","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","24000","ＡＢ","",""
"","101","PF021394","0321","","3","アウター","","","","","","","","","","","","","","","","","","","","","モンクレール ポリアミド ダウンジャケット 0 ブラック TARIER","モンクレール ポリアミド ダウンジャケット 0 ブラック TARIER","","","0.店頭買取","76.NANBOYA調布パルコ店_E","真鍋 優太","2019-10-18 00:00:00","100000","","1","","","","","100000","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","100000","","",""
"","101","XR005089","0322","","3","アウター","","モンクレール","","","","","","","","","","","","","","","","","","","モンクレール ナイロン ダウンベスト 00 ネイビー MIRIELON","モンクレール ナイロン ダウンベスト 00 ネイビー MIRIELON","","","0.店頭買取","65.NANBOYA北千住マルイ店_E","川上 遼","2019-10-18 00:00:00","63000","","1","","","","","86000","2019-11-11 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","7","","","","","","","74000","ＡＢ","",""
