"商品ID","会員ID／社員記号","管理番号","商品番号","グルーピング","大カテゴリ","中カテゴリ","分類１","分類２","分類３","分類４","分類５","分類６","分類７","分類８","分類９","分類１０","分類１１","分類１２","分類１３","分類１４","分類１５","分類１６","分類１７","分類１８","分類１９","分類２０","商品名","表示商品名","指値","定価","買取方法","買取店舗","買取担当者","買取日","買取価格","買取取引先","出品ステータス","結果ステータス","落札価格","落札日","落札ID","見込価格","出品日","出品場所","目玉ステータス","見込粗利","粗利益率","修繕費","実売粗利","売価予実差異金額","棚（箱）番号","移動先","移動日","移動責任者","移動理由","精算ステータス","精算ステータス変更者","支払ステータス","支払ステータス変更者","配送ステータス","配送ステータス変更者","配送日","一覧-メイン画像","詳細-メイン画像","詳細-メイン拡大画像","登録NO","登録日","更新NO","更新日","サブカテゴリ","スタート値","分類２１","分類２２","分類２３","分類２４","分類２５","ジャンル課見込価格","商品ランク","付属品管理番号１","付属品管理番号２"
"","101","HZ016224","1013","","2","リング","","","","","","","","","","","","","","","","","","","","","ダイヤ リング Pt900 16.5g 0.69 1.51 石目保証なし","ダイヤ リング Pt900 16.5g 0.69 1.51 石目保証なし","267000","","0.店頭買取","64.NANBOYA難波マルイ店_W","加藤 佑樹","2019-10-17 00:00:00","308000","","1","","","","","400000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","180000","","",""
"","101","RZ006695","1014","","2","リング","","","","","","","","","","","","","","","","","","","","","主石なし ダイヤ リング Pt900 14.5g 130 D1.26","主石なし ダイヤ リング Pt900 14.5g 130 D1.26","","","0.店頭買取","28.NANBOYA福岡天神店_W","西 優希","2019-10-10 00:00:00","50000","","1","","","","","55000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","62000","","",""
"","101","A0065794","1015","","2","リング","","","","","","","","","","","","","","","","","","","","","サファイア ダイヤ リング Pt900 8.3g S0.96 0.80","サファイア ダイヤ リング Pt900 8.3g S0.96 0.80","","","0.店頭買取","27.NANBOYA名古屋店_W","太田 有映","2019-10-18 00:00:00","22995","","1","","","","","45000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","45000","","",""
"","101","A0066071","1016","","2","リング","","","","","","","","","","","","","","","","","","","","","オパール ダイヤ リング Pt900 7.4g 366 D0321","オパール ダイヤ リング Pt900 7.4g 366 D0321","","","0.店頭買取","66.NANBOYA池袋東武ホープセンター店_E","鈴木 純人","2019-10-19 00:00:00","20000","","1","","","","","22000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","25000","","",""
"","101","RZ006780","1017","","2","リング","","","","","","","","","","","","","","","","","","","","","ダイヤ リング K18 5.4g D0.85","ダイヤ リング K18 5.4g D0.85","","","0.店頭買取","28.NANBOYA福岡天神店_W","西 優希","2019-10-19 00:00:00","26000","","1","","","","","30000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","30000","","",""
"","101","XY007041","1018","","2","","","","","","","","","","","","","","","","","","","","","","主石なし ダイヤ リング Pt900 8.3g 3.060 2.31","主石なし ダイヤ リング Pt900 8.3g 3.060 2.31","","","XY.セット商品","XY.セット商品","","2019-10-21 00:00:00","78000","","1","","","","","95400","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","140000","","",""
"","101","XP005120","1019","","2","リング","","","","","","","","","","","","","","","","","","","","","ルビー ダイヤ リング 750 3.5g","ルビー ダイヤ リング 750 3.5g","","","0.店頭買取","49.NANBOYA新宿東口店_E","李 虎俊","2019-10-19 00:00:00","29000","","1","","","","","50000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","48000","","",""
"","101","XG004983","1020","","2","リング","","","","","","","","","","","","","","","","","","","","","ダイヤ リング Pt900 5.7g 1.00","ダイヤ リング Pt900 5.7g 1.00","26000","","0.店頭買取","87.BRAND CONCIER松坂屋上野店_E","斎藤 勇作","2019-10-19 00:00:00","30000","","1","","","","","35000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","26000","","",""
"","101","XO006581","1021","","2","リング","","","","","","","","","","","","","","","","","","","","","ダイヤ リング Pt900 6.5g 1.006","ダイヤ リング Pt900 6.5g 1.006","","","0.店頭買取","23.NANBOYA吉祥寺店_E","山? 英吉","2019-10-18 00:00:00","25000","","1","","","","","35000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","35000","","",""
"","101","A0058282","1022","","2","リング","","","","","","","","","","ソーティング","","","","","","","","","","","クリソベリルキャッツアイ ダイヤ リング 金性不明 4.4g カケ","クリソベリルキャッツアイ ダイヤ リング 金性不明 4.4g カケ","","","0.店頭買取","06.NANBOYA銀座店_E","原 侑也","2019-09-30 00:00:00","28000","","1","","","","","30000","2019-11-13 00:00:00","東京","","","","","","","","","","","","","","","","","","","","","","IM","","IM","","3","","","","","","","45000","","A0058282-1",""
